b1,b2,a1,a2,a6,qf1_01,qf1_02,qf1_03,qf1_04,qf1_05,qf1_06,qf1_07,qf1_08,qf1_09,qf1_10,qf1_11,qf1_12,qf4_01,qf4_05,qf4_06,l1,k1,e2c,e7,e9a,e9b,e1c,e2a,e2e
65,Female,South,Kamonyi,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
42,Male,South,Huye,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
30,Female,East,Gatsibo,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
23,Male,South,Gisagara,Rural,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Always,Rarely (less than 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
46,Male,East,Bugesera,Rural,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,,No,Yes,No,Sometimes,Rarely (less than 2 months),Improved,No,Have control over my financial Situation,Yes,Some of them
27,Female,East,Bugesera,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
49,Female,South,Huye,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
23,Male,Kigali,Gasabo,Rural,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
29,Female,East,Gatsibo,Urban,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Rarely (less than 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
40,Male,South,Gisagara,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
33,Female,Kigali,Gasabo,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
31,Female,West,Nyabihu,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
33,Female,West,Rubavu,Urban,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Sometimes,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
42,Female,Kigali,Gasabo,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,,Yes,Yes,Yes,No,Always,On a monthly basis,Worsened,No,Have control over my financial Situation,Yes,Seldom
38,Male,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
41,Female,West,Rubavu,Rural,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,Have control over my financial Situation,Yes,Some of them
50,Female,West,Rusizi,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
24,Female,North,Gakenke,Urban,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,No,Yes,No,Sometimes,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
61,Female,Kigali,Nyarugenge,Urban,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,No,Always,Never,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
31,Male,North,Gakenke,Urban,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,Always,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
24,Female,South,Huye,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Do not save,On a monthly basis,Worsened,No,Have some control over my financial Situation,No,None of them
45,Male,West,Nyabihu,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,No,Some of them
42,Male,South,Kamonyi,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
62,Female,South,Huye,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
55,Male,West,Rusizi,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
29,Male,Kigali,Gasabo,Urban,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Seldom
64,Male,North,Gicumbi,Rural,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Sometimes,Never,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Seldom
38,Female,East,Bugesera,Urban,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Always,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
31,Male,West,Nyamasheke,Rural,No,No,No,No,No,Yes,No,No,Yes,No,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
25,Female,North,Musanze,Rural,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,,,Yes,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Improved,Yes,Have some control over my financial Situation,No,"Yes, most of them"
45,Male,North,Musanze,Rural,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,None of them
59,Male,South,Huye,Urban,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,,Yes,Yes,Yes,Always,Rarely (less than 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
51,Male,South,Nyanza,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,Have control over my financial Situation,No,Seldom
36,Female,East,Kayonza,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,Rarely (less than 2 months),Worsened,No,Have control over my financial Situation,No,Some of them
24,Female,South,Nyamagabe,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Always,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
42,Male,Kigali,Gasabo,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,Rarely (less than 2 months),Improved,No,Have control over my financial Situation,Yes,"Yes, most of them"
20,Female,South,Nyanza,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Always,Never,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
37,Female,Kigali,Gasabo,Rural,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
74,Male,East,Nyagatare,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
40,Female,West,Nyabihu,Urban,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,,,Yes,Yes,Sometimes,Never,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Yes all
23,Male,West,Rusizi,Rural,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,,No,Yes,Sometimes,Rarely (less than 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",No,Yes all
27,Female,North,Burera,Urban,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,,Yes,Yes,Yes,No,Sometimes,Never,Improved,Yes,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
43,Male,West,Nyabihu,Rural,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",No,None of them
42,Male,West,Rubavu,Urban,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,,Yes,No,Sometimes,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Some of them
59,Male,East,Rwamagana,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,No,Yes,Do not save,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",No,Yes all
70,Female,South,Nyamagabe,Rural,No,No,No,No,Yes,Yes,No,No,No,No,No,No,,Yes,Yes,No,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,Some of them
36,Female,East,Gatsibo,Urban,No,No,No,No,No,Yes,No,No,No,No,Yes,No,,,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,"Yes, most of them"
17,Male,South,Gisagara,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have some control over my financial Situation,Yes,"Yes, most of them"
73,Male,West,Rusizi,Rural,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
31,Male,East,Gatsibo,Rural,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,No,Yes,Always,Rarely (less than 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
33,Female,West,Rutsiro,Rural,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,Yes,Yes,No,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,Seldom
36,Female,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have some control over my financial Situation,No,None of them
41,Female,East,Rwamagana,Rural,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
32,Male,Kigali,Nyarugenge,Rural,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,,,Yes,Yes,Always,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Yes all
36,Male,Kigali,Gasabo,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
48,Male,West,Rubavu,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,Have scarce control over my financial situation,No,Seldom
34,Male,South,Gisagara,Rural,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,,Yes,Yes,Always,Rarely (less than 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
75,Male,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,No,No,Do not save,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,None of them
56,Male,Kigali,Gasabo,Rural,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,,No,Yes,Yes,Always,Someties (more than 2 months past 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
41,Male,East,Gatsibo,Urban,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,Have control over my financial Situation,No,Some of them
37,Male,South,Huye,Urban,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Always,Rarely (less than 2 months),Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
56,Male,East,Gatsibo,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Always,Someties (more than 2 months past 2 months),Worsened,No,Have some control over my financial Situation,Yes,Seldom
32,Female,South,Kamonyi,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",No,Yes all
65,Male,Kigali,Gasabo,Urban,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Do not save,On a monthly basis,Remained the same,No,Have some control over my financial Situation,No,None of them
53,Female,East,Rwamagana,Urban,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Always,Rarely (less than 2 months),Improved,Yes,Have control over my financial Situation,Yes,"Yes, most of them"
27,Male,West,Nyamasheke,Urban,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,,No,Yes,Sometimes,On a monthly basis,Worsened,No,Have scarce control over my financial situation,Yes,"Yes, most of them"
35,Female,Kigali,Nyarugenge,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,Yes,Always,Someties (more than 2 months past 2 months),Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
20,Female,South,Ruhango,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have scarce control over my financial situation,No,Seldom
40,Female,South,Huye,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,Sometimes,Never,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
53,Female,North,Musanze,Rural,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,Some of them
81,Male,East,Kayonza,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
36,Female,East,Rwamagana,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,Yes,No,Do not save,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",No,None of them
32,Male,East,Nyagatare,Urban,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
30,Male,North,Gakenke,Rural,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
42,Male,South,Ruhango,Rural,No,No,No,No,Yes,No,No,No,No,No,No,No,,Yes,,No,No,Sometimes,Rarely (less than 2 months),Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
31,Female,South,Ruhango,Urban,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,No,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",No,Some of them
43,Male,Kigali,Nyarugenge,Urban,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,,Yes,Yes,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
27,Male,West,Rusizi,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Sometimes,On a monthly basis,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
56,Male,Kigali,Gasabo,Urban,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,,No,Yes,Always,Rarely (less than 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
38,Female,North,Musanze,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Sometimes,On a monthly basis,Remained the same,No,Have control over my financial Situation,Yes,Some of them
28,Male,South,Kamonyi,Rural,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,Always,Never,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
39,Male,Kigali,Gasabo,Urban,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,Yes,Always,On a monthly basis,Improved,No,"Yes, have a lot of control over my financial situation",Yes,Some of them
35,Male,East,Rwamagana,Urban,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,Yes,,Yes,No,Always,On a monthly basis,Remained the same,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
23,Female,South,Muhanga,Rural,No,No,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,,Yes,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,No,Have some control over my financial Situation,Yes,Some of them
25,Male,Kigali,Gasabo,Rural,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,Sometimes,On a monthly basis,Worsened,No,"Yes, have a lot of control over my financial situation",Yes,Seldom
62,Male,South,Nyaruguru,Rural,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Improved,No,"Yes, have a lot of control over my financial situation",No,Some of them
21,Female,West,Rubavu,Urban,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have scarce control over my financial situation,No,Seldom
22,Female,East,Gatsibo,Rural,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,Have control over my financial Situation,No,Some of them
35,Female,East,Gatsibo,Rural,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Sometimes,On a monthly basis,Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,Some of them
35,Male,East,Bugesera,Urban,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,Sometimes,Someties (more than 2 months past 2 months),Remained the same,Yes,Have control over my financial Situation,No,Seldom
35,Male,Kigali,Gasabo,Urban,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Always,Rarely (less than 2 months),Improved,Yes,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
34,Male,Kigali,Gasabo,Rural,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,Yes,"Yes, have a lot of control over my financial situation",Yes,Yes all
29,Male,Kigali,Gasabo,Urban,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,No,Yes,Always,Never,Improved,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
66,Female,Kigali,Kicukiro,Urban,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,,Yes,Yes,Sometimes,Never,Remained the same,No,"Yes, have a lot of control over my financial situation",Yes,"Yes, most of them"
22,Female,South,Huye,Urban,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Sometimes,On a monthly basis,Worsened,No,Have control over my financial Situation,No,None of them
37,Female,South,Kamonyi,Urban,No,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,Yes,Yes,Sometimes,Someties (more than 2 months past 2 months),Worsened,No,Have control over my financial Situation,No,None of them
