location,province,geo_type,year,sex,count,level
Nyagatare,East,District,2022/23,Male,138.0,Adult Literacy
Nyagatare,East,District,2021/22,Female,89.0,Adult Literacy
Nyagatare,East,District,2022/23,Female,67.0,Adult Literacy
Rwamagana,East,District,2021/22,Male,87.0,Adult Literacy
Rwamagana,East,District,2022/23,Male,83.0,Adult Literacy
Rwamagana,East,District,2021/22,Female,82.0,Adult Literacy
Rwamagana,East,District,2022/23,Female,82.0,Adult Literacy
East,East,Province,2021/22,Male,627.0,Adult Literacy
East,East,Province,2022/23,Male,649.0,Adult Literacy
East,East,Province,2021/22,Female,479.0,Adult Literacy
East,East,Province,2022/23,Female,436.0,Adult Literacy
Burera,North,District,2021/22,Male,287.0,Adult Literacy
Burera,North,District,2022/23,Male,153.0,Adult Literacy
Burera,North,District,2021/22,Female,49.0,Adult Literacy
Burera,North,District,2022/23,Female,38.0,Adult Literacy
Gakenke,North,District,2021/22,Male,219.0,Adult Literacy
Gakenke,North,District,2022/23,Male,197.0,Adult Literacy
Gakenke,North,District,2021/22,Female,148.0,Adult Literacy
Gakenke,North,District,2022/23,Female,133.0,Adult Literacy
Gicumbi,North,District,2021/22,Male,252.0,Adult Literacy
Gicumbi,North,District,2022/23,Male,233.0,Adult Literacy
Gicumbi,North,District,2021/22,Female,84.0,Adult Literacy
Gicumbi,North,District,2022/23,Female,94.0,Adult Literacy
Musanze,North,District,2021/22,Male,83.0,Adult Literacy
Musanze,North,District,2022/23,Male,92.0,Adult Literacy
Musanze,North,District,2021/22,Female,102.0,Adult Literacy
Musanze,North,District,2022/23,Female,78.0,Adult Literacy
Rulindo,North,District,2021/22,Male,90.0,Adult Literacy
Rulindo,North,District,2022/23,Male,82.0,Adult Literacy
Rulindo,North,District,2021/22,Female,82.0,Adult Literacy
Rulindo,North,District,2022/23,Female,98.0,Adult Literacy
North,North,Province,2021/22,Male,931.0,Adult Literacy
North,North,Province,2022/23,Male,757.0,Adult Literacy
North,North,Province,2021/22,Female,465.0,Adult Literacy
North,North,Province,2022/23,Female,441.0,Adult Literacy
Gasabo,Kigali City,District,2021/22,Male,30.0,Adult Literacy
Gasabo,Kigali City,District,2022/23,Male,23.0,Adult Literacy
Gasabo,Kigali City,District,2021/22,Female,41.0,Adult Literacy
Gasabo,Kigali City,District,2022/23,Female,43.0,Adult Literacy
Kicukiro,Kigali City,District,2021/22,Male,32.0,Adult Literacy
Kicukiro,Kigali City,District,2022/23,Male,26.0,Adult Literacy
Kicukiro,Kigali City,District,2021/22,Female,34.0,Adult Literacy
Kicukiro,Kigali City,District,2022/23,Female,37.0,Adult Literacy
Nyarugenge,Kigali City,District,2021/22,Male,26.0,Adult Literacy
Nyarugenge,Kigali City,District,2022/23,Male,18.0,Adult Literacy
Nyarugenge,Kigali City,District,2021/22,Female,46.0,Adult Literacy
Nyarugenge,Kigali City,District,2022/23,Female,41.0,Adult Literacy
Kigali City,Kigali City,Province,2021/22,Male,88.0,Adult Literacy
Kigali City,Kigali City,Province,2022/23,Male,67.0,Adult Literacy
Kigali City,Kigali City,Province,2021/22,Female,121.0,Adult Literacy
Kigali City,Kigali City,Province,2022/23,Female,121.0,Adult Literacy
Rwanda,Rwanda,National,2021/22,Male,3568.0,Adult Literacy
Rwanda,Rwanda,National,2022/23,Male,3422.0,Adult Literacy
Rwanda,Rwanda,National,2021/22,Female,2515.0,Adult Literacy
Rwanda,Rwanda,National,2022/23,Female,2395.0,Adult Literacy
