location,province,geo_type,year,sex,count,level
Rwanda,Rwanda,National,2022/23,Male,58611.0,TVET
Rwanda,Rwanda,National,2021/22,Female,34835.0,TVET
Rwanda,Rwanda,National,2022/23,Female,44944.0,TVET
Gisagara,South,District,2021/22,Male,245.0,Higher Education
Gisagara,South,District,2022/23,Male,164.0,Higher Education
Gisagara,South,District,2021/22,Female,336.0,Higher Education
Gisagara,South,District,2022/23,Female,241.0,Higher Education
Huye,South,District,2021/22,Male,6241.0,Higher Education
Huye,South,District,2022/23,Male,6645.0,Higher Education
Huye,South,District,2021/22,Female,4160.0,Higher Education
Huye,South,District,2022/23,Female,4864.0,Higher Education
Kamonyi,South,District,2021/22,Male,0.0,Higher Education
Kamonyi,South,District,2021/22,Female,0.0,Higher Education
Muhanga,South,District,2021/22,Male,699.0,Higher Education
Muhanga,South,District,2022/23,Male,1615.0,Higher Education
Muhanga,South,District,2021/22,Female,700.0,Higher Education
Muhanga,South,District,2022/23,Female,1676.0,Higher Education
Nyamagabe,South,District,2021/22,Male,288.0,Higher Education
Nyamagabe,South,District,2022/23,Male,371.0,Higher Education
Nyamagabe,South,District,2021/22,Female,144.0,Higher Education
Nyamagabe,South,District,2022/23,Female,255.0,Higher Education
Nyanza,South,District,2021/22,Male,832.0,Higher Education
Nyanza,South,District,2022/23,Male,965.0,Higher Education
Nyanza,South,District,2021/22,Female,965.0,Higher Education
Nyanza,South,District,2022/23,Female,877.0,Higher Education
Nyaruguru,South,District,2021/22,Male,0.0,Higher Education
Nyaruguru,South,District,2021/22,Female,0.0,Higher Education
Ruhango,South,District,2021/22,Male,353.0,Higher Education
Ruhango,South,District,2022/23,Male,517.0,Higher Education
Ruhango,South,District,2021/22,Female,398.0,Higher Education
Ruhango,South,District,2022/23,Female,613.0,Higher Education
South,South,Province,2021/22,Male,8658.0,Higher Education
South,South,Province,2022/23,Male,10277.0,Higher Education
South,South,Province,2021/22,Female,6703.0,Higher Education
South,South,Province,2022/23,Female,8526.0,Higher Education
Karongi,West,District,2021/22,Male,805.0,Higher Education
Karongi,West,District,2022/23,Male,873.0,Higher Education
Karongi,West,District,2021/22,Female,512.0,Higher Education
Karongi,West,District,2022/23,Female,710.0,Higher Education
Ngororero,West,District,2021/22,Male,0.0,Higher Education
Ngororero,West,District,2021/22,Female,0.0,Higher Education
Nyabihu,West,District,2021/22,Male,0.0,Higher Education
Nyabihu,West,District,2021/22,Female,0.0,Higher Education
Nyamasheke,West,District,2021/22,Male,2063.0,Higher Education
Nyamasheke,West,District,2022/23,Male,3787.0,Higher Education
Nyamasheke,West,District,2021/22,Female,1714.0,Higher Education
Nyamasheke,West,District,2022/23,Female,3324.0,Higher Education
Rubavu,West,District,2021/22,Male,195.0,Higher Education
Rubavu,West,District,2022/23,Male,1049.0,Higher Education
Rubavu,West,District,2021/22,Female,212.0,Higher Education
Rubavu,West,District,2022/23,Female,1198.0,Higher Education
Rusizi,West,District,2021/22,Male,223.0,Higher Education
Rusizi,West,District,2022/23,Male,118.0,Higher Education
Rusizi,West,District,2021/22,Female,159.0,Higher Education
Rusizi,West,District,2022/23,Female,88.0,Higher Education
Rutsiro,West,District,2021/22,Male,0.0,Higher Education
Rutsiro,West,District,2021/22,Female,0.0,Higher Education
West,West,Province,2021/22,Male,3286.0,Higher Education
West,West,Province,2022/23,Male,5827.0,Higher Education
West,West,Province,2021/22,Female,2597.0,Higher Education
West,West,Province,2022/23,Female,5320.0,Higher Education
Bugesera,East,District,2021/22,Male,211.0,Higher Education
Bugesera,East,District,2022/23,Male,1063.0,Higher Education
Bugesera,East,District,2021/22,Female,95.0,Higher Education
Bugesera,East,District,2022/23,Female,227.0,Higher Education
Gatsibo,East,District,2021/22,Male,392.0,Higher Education
Gatsibo,East,District,2022/23,Male,600.0,Higher Education
Gatsibo,East,District,2021/22,Female,322.0,Higher Education
Gatsibo,East,District,2022/23,Female,458.0,Higher Education
Kayonza,East,District,2021/22,Male,2380.0,Higher Education
Kayonza,East,District,2022/23,Male,2037.0,Higher Education
Kayonza,East,District,2021/22,Female,1759.0,Higher Education
Kayonza,East,District,2022/23,Female,1589.0,Higher Education
Kirehe,East,District,2021/22,Male,0.0,Higher Education
Kirehe,East,District,2022/23,Male,9.0,Higher Education
Kirehe,East,District,2021/22,Female,0.0,Higher Education
Kirehe,East,District,2022/23,Female,7.0,Higher Education
Ngoma,East,District,2021/22,Male,922.0,Higher Education
Ngoma,East,District,2022/23,Male,824.0,Higher Education
Ngoma,East,District,2021/22,Female,348.0,Higher Education
Ngoma,East,District,2022/23,Female,430.0,Higher Education
Nyagatare,East,District,2021/22,Male,3828.0,Higher Education
Nyagatare,East,District,2022/23,Male,2819.0,Higher Education
Nyagatare,East,District,2021/22,Female,2674.0,Higher Education
Nyagatare,East,District,2022/23,Female,1770.0,Higher Education
Rwamagana,East,District,2021/22,Male,1606.0,Higher Education
Rwamagana,East,District,2022/23,Male,1658.0,Higher Education
Rwamagana,East,District,2021/22,Female,922.0,Higher Education
Rwamagana,East,District,2022/23,Female,1014.0,Higher Education
East,East,Province,2021/22,Male,9339.0,Higher Education
East,East,Province,2022/23,Male,9010.0,Higher Education
East,East,Province,2021/22,Female,6120.0,Higher Education
East,East,Province,2022/23,Female,5495.0,Higher Education
Burera,North,District,2021/22,Male,55.0,Higher Education
Burera,North,District,2022/23,Male,83.0,Higher Education
Burera,North,District,2021/22,Female,102.0,Higher Education
Burera,North,District,2022/23,Female,132.0,Higher Education
Gakenke,North,District,2021/22,Male,82.0,Higher Education
Gakenke,North,District,2022/23,Male,84.0,Higher Education
Gakenke,North,District,2021/22,Female,237.0,Higher Education
Gakenke,North,District,2022/23,Female,236.0,Higher Education
Gicumbi,North,District,2021/22,Male,3711.0,Higher Education
Gicumbi,North,District,2022/23,Male,5655.0,Higher Education
Gicumbi,North,District,2021/22,Female,3194.0,Higher Education
Gicumbi,North,District,2022/23,Female,5113.0,Higher Education
Musanze,North,District,2021/22,Male,5702.0,Higher Education
Musanze,North,District,2022/23,Male,6754.0,Higher Education
Musanze,North,District,2021/22,Female,4192.0,Higher Education
Musanze,North,District,2022/23,Female,4855.0,Higher Education
Rulindo,North,District,2021/22,Male,557.0,Higher Education
Rulindo,North,District,2022/23,Male,589.0,Higher Education
Rulindo,North,District,2021/22,Female,169.0,Higher Education
Rulindo,North,District,2022/23,Female,189.0,Higher Education
Gasabo,Kigali City,District,2021/22,Male,11328.0,Higher Education
Gasabo,Kigali City,District,2022/23,Male,14040.0,Higher Education
Gasabo,Kigali City,District,2021/22,Female,10985.0,Higher Education
Gasabo,Kigali City,District,2022/23,Female,11520.0,Higher Education
Kicukiro,Kigali City,District,2021/22,Male,6759.0,Higher Education
Kicukiro,Kigali City,District,2022/23,Male,9880.0,Higher Education
Kicukiro,Kigali City,District,2021/22,Female,5751.0,Higher Education
Kicukiro,Kigali City,District,2022/23,Female,9055.0,Higher Education
Nyarugenge,Kigali City,District,2021/22,Male,4294.0,Higher Education
Nyarugenge,Kigali City,District,2022/23,Male,4657.0,Higher Education
Nyarugenge,Kigali City,District,2021/22,Female,2042.0,Higher Education
Nyarugenge,Kigali City,District,2022/23,Female,2419.0,Higher Education
Kigali City,Kigali City,Province,2021/22,Male,22381.0,Higher Education
Kigali City,Kigali City,Province,2022/23,Male,28577.0,Higher Education
Kigali City,Kigali City,Province,2021/22,Female,18778.0,Higher Education
Kigali City,Kigali City,Province,2022/23,Female,22994.0,Higher Education
Gisagara,South,District,2021/22,Male,1469.0,Adult Literacy
Gisagara,South,District,2022/23,Male,1992.0,Adult Literacy
Gisagara,South,District,2021/22,Female,2602.0,Adult Literacy
Gisagara,South,District,2022/23,Female,2708.0,Adult Literacy
Huye,South,District,2021/22,Male,628.0,Adult Literacy
Huye,South,District,2022/23,Male,707.0,Adult Literacy
Huye,South,District,2021/22,Female,1907.0,Adult Literacy
Huye,South,District,2022/23,Female,2298.0,Adult Literacy
Kamonyi,South,District,2021/22,Male,1268.0,Adult Literacy
Kamonyi,South,District,2022/23,Male,1104.0,Adult Literacy
Kamonyi,South,District,2021/22,Female,2378.0,Adult Literacy
Kamonyi,South,District,2022/23,Female,2006.0,Adult Literacy
Muhanga,South,District,2021/22,Male,1314.0,Adult Literacy
Muhanga,South,District,2022/23,Male,1442.0,Adult Literacy
Muhanga,South,District,2021/22,Female,2381.0,Adult Literacy
Muhanga,South,District,2022/23,Female,2279.0,Adult Literacy
Nyamagabe,South,District,2021/22,Male,1872.0,Adult Literacy
Nyamagabe,South,District,2022/23,Male,1938.0,Adult Literacy
Nyamagabe,South,District,2021/22,Female,3196.0,Adult Literacy
Nyamagabe,South,District,2022/23,Female,3818.0,Adult Literacy
Nyanza,South,District,2021/22,Male,1397.0,Adult Literacy
Nyanza,South,District,2022/23,Male,1416.0,Adult Literacy
Nyanza,South,District,2021/22,Female,2595.0,Adult Literacy
Nyanza,South,District,2022/23,Female,2483.0,Adult Literacy
Nyaruguru,South,District,2021/22,Male,716.0,Adult Literacy
Nyaruguru,South,District,2022/23,Male,712.0,Adult Literacy
Nyaruguru,South,District,2021/22,Female,1888.0,Adult Literacy
Nyaruguru,South,District,2022/23,Female,1862.0,Adult Literacy
Ruhango,South,District,2021/22,Male,1705.0,Adult Literacy
Ruhango,South,District,2022/23,Male,1230.0,Adult Literacy
Ruhango,South,District,2021/22,Female,1989.0,Adult Literacy
Ruhango,South,District,2022/23,Female,1534.0,Adult Literacy
South,South,Province,2021/22,Male,10369.0,Adult Literacy
South,South,Province,2022/23,Male,10541.0,Adult Literacy
South,South,Province,2021/22,Female,18936.0,Adult Literacy
South,South,Province,2022/23,Female,18988.0,Adult Literacy
Karongi,West,District,2021/22,Male,1213.0,Adult Literacy
Karongi,West,District,2022/23,Male,997.0,Adult Literacy
Karongi,West,District,2021/22,Female,2770.0,Adult Literacy
Karongi,West,District,2022/23,Female,2106.0,Adult Literacy
Ngororero,West,District,2021/22,Male,1198.0,Adult Literacy
Ngororero,West,District,2022/23,Male,1261.0,Adult Literacy
Ngororero,West,District,2021/22,Female,2062.0,Adult Literacy
Ngororero,West,District,2022/23,Female,2152.0,Adult Literacy
Nyabihu,West,District,2021/22,Male,1176.0,Adult Literacy
Nyabihu,West,District,2022/23,Male,1224.0,Adult Literacy
Nyabihu,West,District,2021/22,Female,4226.0,Adult Literacy
Nyabihu,West,District,2022/23,Female,3698.0,Adult Literacy
Nyamasheke,West,District,2021/22,Male,1770.0,Adult Literacy
Nyamasheke,West,District,2022/23,Male,1276.0,Adult Literacy
Nyamasheke,West,District,2021/22,Female,2502.0,Adult Literacy
Nyamasheke,West,District,2022/23,Female,1893.0,Adult Literacy
Rubavu,West,District,2021/22,Male,1464.0,Adult Literacy
Rubavu,West,District,2022/23,Male,1721.0,Adult Literacy
Rubavu,West,District,2021/22,Female,4169.0,Adult Literacy
Rubavu,West,District,2022/23,Female,4701.0,Adult Literacy
Rusizi,West,District,2021/22,Male,1346.0,Adult Literacy
Rusizi,West,District,2022/23,Male,1346.0,Adult Literacy
Rusizi,West,District,2021/22,Female,1983.0,Adult Literacy
Rusizi,West,District,2022/23,Female,1983.0,Adult Literacy
Rutsiro,West,District,2021/22,Male,3304.0,Adult Literacy
Rutsiro,West,District,2022/23,Male,3627.0,Adult Literacy
Rutsiro,West,District,2021/22,Female,4196.0,Adult Literacy
Rutsiro,West,District,2022/23,Female,4447.0,Adult Literacy
West,West,Province,2021/22,Male,11471.0,Adult Literacy
West,West,Province,2022/23,Male,11452.0,Adult Literacy
West,West,Province,2021/22,Female,21908.0,Adult Literacy
West,West,Province,2022/23,Female,20980.0,Adult Literacy
Bugesera,East,District,2021/22,Male,1158.0,Adult Literacy
Bugesera,East,District,2022/23,Male,1044.0,Adult Literacy
Bugesera,East,District,2021/22,Female,2273.0,Adult Literacy
Bugesera,East,District,2022/23,Female,1621.0,Adult Literacy
Gatsibo,East,District,2021/22,Male,1495.0,Adult Literacy
Gatsibo,East,District,2022/23,Male,1785.0,Adult Literacy
Gatsibo,East,District,2021/22,Female,2137.0,Adult Literacy
Gatsibo,East,District,2022/23,Female,2720.0,Adult Literacy
Kayonza,East,District,2021/22,Male,818.0,Adult Literacy
Kayonza,East,District,2022/23,Male,863.0,Adult Literacy
Kayonza,East,District,2021/22,Female,2523.0,Adult Literacy
Kayonza,East,District,2022/23,Female,2569.0,Adult Literacy
Kirehe,East,District,2021/22,Male,785.0,Adult Literacy
Kirehe,East,District,2022/23,Male,587.0,Adult Literacy
Kirehe,East,District,2021/22,Female,1201.0,Adult Literacy
Kirehe,East,District,2022/23,Female,1240.0,Adult Literacy
Ngoma,East,District,2021/22,Male,806.0,Adult Literacy
Ngoma,East,District,2022/23,Male,956.0,Adult Literacy
Ngoma,East,District,2021/22,Female,1303.0,Adult Literacy
Ngoma,East,District,2022/23,Female,1789.0,Adult Literacy
Nyagatare,East,District,2021/22,Male,2905.0,Adult Literacy
Nyagatare,East,District,2022/23,Male,2260.0,Adult Literacy
Nyagatare,East,District,2021/22,Female,2543.0,Adult Literacy
Nyagatare,East,District,2022/23,Female,3996.0,Adult Literacy
Rwamagana,East,District,2021/22,Male,1189.0,Adult Literacy
Rwamagana,East,District,2022/23,Male,1138.0,Adult Literacy
Rwamagana,East,District,2021/22,Female,2444.0,Adult Literacy
Rwamagana,East,District,2022/23,Female,2394.0,Adult Literacy
East,East,Province,2021/22,Male,9156.0,Adult Literacy
East,East,Province,2022/23,Male,8633.0,Adult Literacy
East,East,Province,2021/22,Female,14424.0,Adult Literacy
East,East,Province,2022/23,Female,16329.0,Adult Literacy
Burera,North,District,2021/22,Male,1922.0,Adult Literacy
Burera,North,District,2022/23,Male,1670.0,Adult Literacy
Burera,North,District,2021/22,Female,3545.0,Adult Literacy
Burera,North,District,2022/23,Female,3050.0,Adult Literacy
Gakenke,North,District,2021/22,Male,2072.0,Adult Literacy
Gakenke,North,District,2022/23,Male,1469.0,Adult Literacy
Gakenke,North,District,2021/22,Female,2644.0,Adult Literacy
Gakenke,North,District,2022/23,Female,1993.0,Adult Literacy
Gicumbi,North,District,2021/22,Male,1477.0,Adult Literacy
Gicumbi,North,District,2022/23,Male,1327.0,Adult Literacy
Gicumbi,North,District,2021/22,Female,2172.0,Adult Literacy
Gicumbi,North,District,2022/23,Female,1864.0,Adult Literacy
Musanze,North,District,2021/22,Male,1173.0,Adult Literacy
Musanze,North,District,2022/23,Male,1268.0,Adult Literacy
Musanze,North,District,2021/22,Female,2875.0,Adult Literacy
Musanze,North,District,2022/23,Female,2640.0,Adult Literacy
Rulindo,North,District,2021/22,Male,1247.0,Adult Literacy
Rulindo,North,District,2022/23,Male,1359.0,Adult Literacy
Rulindo,North,District,2021/22,Female,2224.0,Adult Literacy
Rulindo,North,District,2022/23,Female,2441.0,Adult Literacy
North,North,Province,2021/22,Male,7891.0,Adult Literacy
North,North,Province,2022/23,Male,7093.0,Adult Literacy
North,North,Province,2021/22,Female,13460.0,Adult Literacy
North,North,Province,2022/23,Female,11988.0,Adult Literacy
Gasabo,Kigali City,District,2021/22,Male,450.0,Adult Literacy
Gasabo,Kigali City,District,2022/23,Male,352.0,Adult Literacy
Gasabo,Kigali City,District,2021/22,Female,1064.0,Adult Literacy
Gasabo,Kigali City,District,2022/23,Female,840.0,Adult Literacy
Kicukiro,Kigali City,District,2021/22,Male,180.0,Adult Literacy
Kicukiro,Kigali City,District,2022/23,Male,231.0,Adult Literacy
Kicukiro,Kigali City,District,2021/22,Female,711.0,Adult Literacy
Kicukiro,Kigali City,District,2022/23,Female,547.0,Adult Literacy
Nyarugenge,Kigali City,District,2021/22,Male,305.0,Adult Literacy
Nyarugenge,Kigali City,District,2022/23,Male,398.0,Adult Literacy
Nyarugenge,Kigali City,District,2021/22,Female,663.0,Adult Literacy
Nyarugenge,Kigali City,District,2022/23,Female,824.0,Adult Literacy
Kigali City,Kigali City,Province,2021/22,Male,935.0,Adult Literacy
Kigali City,Kigali City,Province,2022/23,Male,981.0,Adult Literacy
Kigali City,Kigali City,Province,2021/22,Female,2438.0,Adult Literacy
Kigali City,Kigali City,Province,2022/23,Female,2211.0,Adult Literacy
Rwanda,Rwanda,National,2021/22,Male,39822.0,Adult Literacy
Rwanda,Rwanda,National,2022/23,Male,38700.0,Adult Literacy
Rwanda,Rwanda,National,2021/22,Female,71166.0,Adult Literacy
Rwanda,Rwanda,National,2022/23,Female,70496.0,Adult Literacy
