year,quarter,sex,indicator,value
2025,Q1,Male,NEET rate-Youth  not in employment nor currently in education or training(%),16.979669804072742
2025,Q2,Male,NEET rate-Youth  not in employment nor currently in education or training(%),18.405584071530704
2025,Q3,Male,NEET rate-Youth  not in employment nor currently in education or training(%),18.591428013903734
2025,Q4,Male,NEET rate-Youth  not in employment nor currently in education or training(%),19.340658879054693
2019,Q1,Male,Median monthly earnings at main job,26000.0
2019,Q2,Male,Median monthly earnings at main job,26000.0
2019,Q3,Male,Median monthly earnings at main job,26000.0
2019,Q4,Male,Median monthly earnings at main job,26000.0
2020,Q1,Male,Median monthly earnings at main job,26000.0
2020,Q3,Male,Median monthly earnings at main job,39000.0
2020,Q4,Male,Median monthly earnings at main job,30000.0
2021,Q1,Male,Median monthly earnings at main job,26000.0
2021,Q2,Male,Median monthly earnings at main job,26000.0
2021,Q3,Male,Median monthly earnings at main job,26000.0
2021,Q4,Male,Median monthly earnings at main job,26000.0
2022,Q1,Male,Median monthly earnings at main job,26000.0
2022,Q2,Male,Median monthly earnings at main job,26000.0
2022,Q3,Male,Median monthly earnings at main job,30000.0
2022,Q4,Male,Median monthly earnings at main job,30000.0
2023,Q1,Male,Median monthly earnings at main job,31200.0
2023,Q2,Male,Median monthly earnings at main job,37500.0
2023,Q3,Male,Median monthly earnings at main job,39000.0
2023,Q4,Male,Median monthly earnings at main job,39000.0
2024,Q1,Male,Median monthly earnings at main job,39000.0
2024,Q2,Male,Median monthly earnings at main job,39000.0
2024,Q3,Male,Median monthly earnings at main job,52000.0
2024,Q4,Male,Median monthly earnings at main job,41600.0
2025,Q1,Male,Median monthly earnings at main job,39000.0
2025,Q2,Male,Median monthly earnings at main job,50000.0
2025,Q3,Male,Median monthly earnings at main job,52000.0
2025,Q4,Male,Median monthly earnings at main job,52000.0
2019,Q1,Female,Working age population(16+ years),3765357.000000027
2019,Q2,Female,Working age population(16+ years),3778227.448417747
2019,Q3,Female,Working age population(16+ years),3801934.900640644
2019,Q4,Female,Working age population(16+ years),3882939.9758799877
2020,Q1,Female,Working age population(16+ years),3913801.1984150005
2020,Q2,Female,Working age population(16+ years),3944376.4226226807
2020,Q3,Female,Working age population(16+ years),3975190.631126404
2020,Q4,Female,Working age population(16+ years),4006245.4543499523
2021,Q1,Female,Working age population(16+ years),4037406.87915802
2021,Q2,Female,Working age population(16+ years),4068896.312259674
2021,Q3,Female,Working age population(16+ years),4100631.376274109
2021,Q4,Female,Working age population(16+ years),4132613.9963138103
2022,Q1,Female,Working age population(16+ years),4163661.0789222717
2022,Q2,Female,Working age population(16+ years),4195687.665802002
2022,Q3,Female,Working age population(16+ years),4227960.492203651
2022,Q4,Female,Working age population(16+ years),4251561.610332525
2023,Q1,Female,Working age population(16+ years),4240105.370681763
2023,Q2,Female,Working age population(16+ years),4280699.004295349
2023,Q3,Female,Working age population(16+ years),4301871.632526398
2023,Q4,Female,Working age population(16+ years),4333091.162456512
2024,Q1,Female,Working age population(16+ years),4358832.334564209
2024,Q2,Female,Working age population(16+ years),4388312.426803589
2024,Q3,Female,Working age population(16+ years),4417991.989898682
2024,Q4,Female,Working age population(16+ years),4447872.036773682
2025,Q1,Female,Working age population(16+ years),4476695.717681885
2025,Q2,Female,Working age population(16+ years),4507155.242218018
2025,Q3,Female,Working age population(16+ years),4537340.749153137
2025,Q4,Female,Working age population(16+ years),4567728.2055130005
2019,Q1,Female,Labour force,1663376.5062483926
2019,Q2,Female,Labour force,1712813.557681958
2019,Q3,Female,Labour force,1662616.8443005267
2019,Q4,Female,Labour force,1817997.4485900041
2020,Q1,Female,Labour force,1887670.7505346593
2020,Q2,Female,Labour force,1854068.5991859436
2020,Q3,Female,Labour force,1934569.0591049194
2020,Q4,Female,Labour force,1961087.531279017
2021,Q1,Female,Labour force,1785868.8898925781
2021,Q2,Female,Labour force,1874062.192024231
2021,Q3,Female,Labour force,1755240.9518737793
2021,Q4,Female,Labour force,2243338.1983139515
2022,Q1,Female,Labour force,1999916.2170562744
2022,Q2,Female,Labour force,1964689.280872345
2022,Q3,Female,Labour force,2055184.5369059148
2022,Q4,Female,Labour force,2203602.1372696385
2023,Q1,Female,Labour force,2159252.4721164703
2023,Q2,Female,Labour force,2263873.3672618866
2023,Q3,Female,Labour force,2206842.736442566
2023,Q4,Female,Labour force,2317800.956439972
2024,Q1,Female,Labour force,2360673.103225708
2024,Q2,Female,Labour force,2441030.5651397705
2024,Q3,Female,Labour force,2460412.87109375
2024,Q4,Female,Labour force,2539315.8434143066
2025,Q1,Female,Labour force,2546529.245452881
2025,Q2,Female,Labour force,2491471.1333465576
2025,Q3,Female,Labour force,2641356.9641189575
2025,Q4,Female,Labour force,2645116.0905303955
2019,Q1,Female,Employed,1407387.8726897305
2019,Q2,Female,Employed,1417046.9197629946
2019,Q3,Female,Employed,1360765.4290855096
2019,Q4,Female,Employed,1507240.8552400044
2020,Q1,Female,Employed,1623447.5170242952
2020,Q2,Female,Employed,1390774.2463264465
2020,Q3,Female,Employed,1553810.0623817444
2020,Q4,Female,Employed,1522334.6038220087
2021,Q1,Female,Employed,1456886.0406684875
2021,Q2,Female,Employed,1357145.5234127045
2021,Q3,Female,Employed,1366065.7982635498
2021,Q4,Female,Employed,1630832.4650280476
2022,Q1,Female,Employed,1636531.8683738708
2022,Q2,Female,Employed,1441571.5956230164
2022,Q3,Female,Employed,1615872.579490562
2022,Q4,Female,Employed,1580616.2429542262
2023,Q1,Female,Employed,1744139.0166358948
2023,Q2,Female,Employed,1808989.4914073944
2023,Q3,Female,Employed,1723553.2534599304
2023,Q4,Female,Employed,1851748.989063263
2024,Q1,Female,Employed,2019316.0810089111
2024,Q2,Female,Employed,1956644.9277191162
2024,Q3,Female,Employed,2004068.1774139404
2024,Q4,Female,Employed,2096061.6178894043
2025,Q1,Female,Employed,2227703.0525665283
2025,Q2,Female,Employed,2110911.827987671
2025,Q3,Female,Employed,2222577.5753936768
2025,Q4,Female,Employed,2301852.462463379
2019,Q1,Female,Unemployed,255988.63355866974
2019,Q2,Female,Unemployed,295766.63791896706
2019,Q3,Female,Unemployed,301851.4152150115
2019,Q4,Female,Unemployed,310756.5933500004
2020,Q1,Female,Unemployed,264223.2335103672
2020,Q2,Female,Unemployed,463294.35285949707
2020,Q3,Female,Unemployed,380758.99672317505
2020,Q4,Female,Unemployed,438752.9274570009
2021,Q1,Female,Unemployed,328982.8492240906
2021,Q2,Female,Unemployed,516916.6686115265
2021,Q3,Female,Unemployed,389175.1536102295
2021,Q4,Female,Unemployed,612505.7332859039
2022,Q1,Female,Unemployed,363384.34868240356
2022,Q2,Female,Unemployed,523117.6852493286
2022,Q3,Female,Unemployed,439311.9574153504
2022,Q4,Female,Unemployed,622985.8943154137
2023,Q1,Female,Unemployed,415113.45548057556
2023,Q2,Female,Unemployed,454883.8758544922
2023,Q3,Female,Unemployed,483289.4829826355
2023,Q4,Female,Unemployed,466051.967376709
2024,Q1,Female,Unemployed,341357.0222167969
2024,Q2,Female,Unemployed,484385.6374206543
2024,Q3,Female,Unemployed,456344.69367980957
2024,Q4,Female,Unemployed,443254.22552490234
2025,Q1,Female,Unemployed,318826.19288635254
2025,Q2,Female,Unemployed,380559.3053588867
2025,Q3,Female,Unemployed,418779.38872528076
2025,Q4,Female,Unemployed,343263.6280670166
2019,Q1,Female,out of labour force,2101980.4937515864
2019,Q2,Female,out of labour force,2065413.8907358118
2019,Q3,Female,out of labour force,2139318.056340109
2019,Q4,Female,out of labour force,2064942.5272900038
2020,Q1,Female,out of labour force,2026130.4478803703
2020,Q2,Female,out of labour force,2090307.823436737
2020,Q3,Female,out of labour force,2040621.5720214844
2020,Q4,Female,out of labour force,2045157.923071014
2021,Q1,Female,out of labour force,2251537.989265442
2021,Q2,Female,out of labour force,2194834.120235443
2021,Q3,Female,out of labour force,2345390.4244003296
2021,Q4,Female,out of labour force,1889275.7979998589
2022,Q1,Female,out of labour force,2163744.8618659973
2022,Q2,Female,out of labour force,2230998.384929657
2022,Q3,Female,out of labour force,2172775.9552977555
2022,Q4,Female,out of labour force,2047959.4730628869
2023,Q1,Female,out of labour force,2080852.8985652924
2023,Q2,Female,out of labour force,2016825.6370334625
2023,Q3,Female,out of labour force,2095028.8960838318
2023,Q4,Female,out of labour force,2015290.2060165405
2024,Q1,Female,out of labour force,1998159.231338501
2024,Q2,Female,out of labour force,1947281.8616638184
2024,Q3,Female,out of labour force,1957579.1188049316
2024,Q4,Female,out of labour force,1908556.193359375
2025,Q1,Female,out of labour force,1930166.472229004
2025,Q2,Female,out of labour force,2015684.10887146
2025,Q3,Female,out of labour force,1895983.7850341797
2025,Q4,Female,out of labour force,1922612.114982605
2019,Q1,Female,Time related underemployed,472643.8203130225
2019,Q2,Female,Time related underemployed,433158.4878965302
2019,Q3,Female,Time related underemployed,410307.293041465
2019,Q4,Female,Time related underemployed,465448.9861400006
2020,Q1,Female,Time related underemployed,592762.8638576195
2020,Q3,Female,Time related underemployed,503426.2191390991
2020,Q4,Female,Time related underemployed,538485.9246260005
2021,Q1,Female,Time related underemployed,490986.33626556396
2021,Q2,Female,Time related underemployed,474867.0042896271
2021,Q3,Female,Time related underemployed,449693.82151794434
2021,Q4,Female,Time related underemployed,566406.8603363037
2022,Q1,Female,Time related underemployed,513503.62421417236
2022,Q2,Female,Time related underemployed,515319.98134994507
2022,Q3,Female,Time related underemployed,585880.9039000149
2022,Q4,Female,Time related underemployed,542540.8067816356
2023,Q1,Female,Time related underemployed,546324.7499446869
2023,Q2,Female,Time related underemployed,553470.8643455505
2023,Q3,Female,Time related underemployed,567040.2485313416
2023,Q4,Female,Time related underemployed,614167.6545524597
2024,Q1,Female,Time related underemployed,626691.2964477539
2024,Q2,Female,Time related underemployed,696340.0096282959
2024,Q3,Female,Time related underemployed,796446.1756744385
2024,Q4,Female,Time related underemployed,811672.9713745117
2025,Q1,Female,Time related underemployed,857890.5089569092
2025,Q2,Female,Time related underemployed,877318.2705688477
2025,Q3,Female,Time related underemployed,903281.6730957031
2025,Q4,Female,Time related underemployed,973397.3816070557
2019,Q1,Female,Potential labour force,979682.9353422734
2019,Q2,Female,Potential labour force,970317.0837507327
2019,Q3,Female,Potential labour force,1040034.4086021871
2019,Q4,Female,Potential labour force,982221.5164100007
2020,Q1,Female,Potential labour force,950799.9145959145
2020,Q3,Female,Potential labour force,1089030.084968567
2020,Q4,Female,Potential labour force,927637.5370509996
2021,Q1,Female,Potential labour force,885795.2526359558
2021,Q2,Female,Potential labour force,813016.4342079163
2021,Q3,Female,Potential labour force,1016659.9416542053
2021,Q4,Female,Potential labour force,680527.8105289936
2022,Q1,Female,Potential labour force,728320.4549980164
2022,Q2,Female,Potential labour force,838738.1072883606
2022,Q3,Female,Potential labour force,860656.4270507629
2022,Q4,Female,Potential labour force,783849.3299348764
2023,Q1,Female,Potential labour force,863541.1221694946
2023,Q2,Female,Potential labour force,785346.108953476
2023,Q3,Female,Potential labour force,967954.1851043701
2023,Q4,Female,Potential labour force,826683.5392456055
2024,Q1,Female,Potential labour force,782092.3065795898
2024,Q2,Female,Potential labour force,801018.0024261475
2024,Q3,Female,Potential labour force,1052107.2164916992
2024,Q4,Female,Potential labour force,840560.2618255615
2025,Q1,Female,Potential labour force,858866.6479187012
2025,Q2,Female,Potential labour force,963482.9641571045
2025,Q3,Female,Potential labour force,1096165.1372070312
2025,Q4,Female,Potential labour force,985657.2910614014
2019,Q1,Female,Labour force participation rate(%),44.175798104891584
2019,Q2,Female,Labour force participation rate(%),45.33378630763069
2019,Q3,Female,Labour force participation rate(%),43.73080780579296
2019,Q4,Female,Labour force participation rate(%),46.820127529217935
2020,Q1,Female,Labour force participation rate(%),48.23113527838645
2020,Q2,Female,Labour force participation rate(%),47.00536664178575
2020,Q3,Female,Labour force participation rate(%),48.66607009880034
2020,Q4,Female,Labour force participation rate(%),48.95075835030632
2021,Q1,Female,Labour force participation rate(%),44.23306699930654
2021,Q2,Female,Labour force participation rate(%),46.05824401024033
2021,Q3,Female,Labour force participation rate(%),42.804163330297094
2021,Q4,Female,Labour force participation rate(%),54.28375842299701
2022,Q1,Female,Labour force participation rate(%),48.03263712266263
2022,Q2,Female,Labour force participation rate(%),46.826395036170936
2022,Q3,Female,Labour force participation rate(%),48.60936001402244
2022,Q4,Female,Labour force participation rate(%),51.83041760265803
2023,Q1,Female,Labour force participation rate(%),50.92450029771987
2023,Q2,Female,Labour force participation rate(%),52.88560034214658
2023,Q3,Female,Labour force participation rate(%),51.29959526817712
2023,Q4,Female,Labour force participation rate(%),53.49070373875924
2024,Q1,Female,Labour force participation rate(%),54.158382842723526
2024,Q2,Female,Labour force participation rate(%),55.625724144663906
2024,Q3,Female,Labour force participation rate(%),55.69074993162618
2024,Q4,Female,Labour force participation rate(%),57.0905777508885
2025,Q1,Female,Labour force participation rate(%),56.884126285257565
2025,Q2,Female,Labour force participation rate(%),55.27812998339234
2025,Q3,Female,Labour force participation rate(%),58.21376683274114
2025,Q4,Female,Labour force participation rate(%),57.90878904173597
2019,Q1,Female,Employment-to-population ratio(%),37.377275851658496
2019,Q2,Female,Employment-to-population ratio(%),37.505601214040674
2019,Q3,Female,Employment-to-population ratio(%),35.79139213709888
2019,Q4,Female,Employment-to-population ratio(%),38.81700115383345
2020,Q1,Female,Employment-to-population ratio(%),41.480071028690546
2020,Q2,Female,Employment-to-population ratio(%),35.25967345179743
2020,Q3,Female,Employment-to-population ratio(%),39.0876867694131
2020,Q4,Female,Employment-to-population ratio(%),37.99903478627457
2021,Q1,Female,Employment-to-population ratio(%),36.084697041292834
2021,Q2,Female,Employment-to-population ratio(%),33.35414371026352
2021,Q3,Female,Employment-to-population ratio(%),33.3135479128284
2021,Q4,Female,Employment-to-population ratio(%),39.46249193567824
2022,Q1,Female,Employment-to-population ratio(%),39.30511723585036
2022,Q2,Female,Employment-to-population ratio(%),34.35841059793142
2022,Q3,Female,Employment-to-population ratio(%),38.21872466571586
2022,Q4,Female,Employment-to-population ratio(%),37.17731007620522
2023,Q1,Female,Employment-to-population ratio(%),41.1343319129698
2023,Q2,Female,Employment-to-population ratio(%),42.25920789086581
2023,Q3,Female,Employment-to-population ratio(%),40.06519488931668
2023,Q4,Female,Employment-to-population ratio(%),42.73505725214124
2024,Q1,Female,Employment-to-population ratio(%),46.32699599377456
2024,Q2,Female,Employment-to-population ratio(%),44.58763956203366
2024,Q3,Female,Employment-to-population ratio(%),45.36151677042538
2024,Q4,Female,Employment-to-population ratio(%),47.125043179295425
2025,Q1,Female,Employment-to-population ratio(%),49.762217337390844
2025,Q2,Female,Employment-to-population ratio(%),46.83468206763762
2025,Q3,Female,Employment-to-population ratio(%),48.984145081202136
2025,Q4,Female,Employment-to-population ratio(%),50.393814143432785
2019,Q1,Female,Out of labour force (Inactivity rate(%)),55.824201895108416
2019,Q2,Female,Out of labour force (Inactivity rate(%)),54.66621369236932
2019,Q3,Female,Out of labour force (Inactivity rate(%)),56.26919219420704
2019,Q4,Female,Out of labour force (Inactivity rate(%)),53.17987247078207
2020,Q1,Female,Out of labour force (Inactivity rate(%)),51.76886472161354
2020,Q2,Female,Out of labour force (Inactivity rate(%)),52.99463335821425
2020,Q3,Female,Out of labour force (Inactivity rate(%)),51.33392990119966
2020,Q4,Female,Out of labour force (Inactivity rate(%)),51.049241649693684
2021,Q1,Female,Out of labour force (Inactivity rate(%)),55.76693300069346
2021,Q2,Female,Out of labour force (Inactivity rate(%)),53.94175598975967
2021,Q3,Female,Out of labour force (Inactivity rate(%)),57.195836669702906
2021,Q4,Female,Out of labour force (Inactivity rate(%)),45.71624157700299
2022,Q1,Female,Out of labour force (Inactivity rate(%)),51.96736287733737
2022,Q2,Female,Out of labour force (Inactivity rate(%)),53.173604963829064
2022,Q3,Female,Out of labour force (Inactivity rate(%)),51.39063998597754
2022,Q4,Female,Out of labour force (Inactivity rate(%)),48.16958239734197
2023,Q1,Female,Out of labour force (Inactivity rate(%)),49.07549970228013
2023,Q2,Female,Out of labour force (Inactivity rate(%)),47.11439965785342
2023,Q3,Female,Out of labour force (Inactivity rate(%)),48.70040473182288
2023,Q4,Female,Out of labour force (Inactivity rate(%)),46.50929626124076
2024,Q1,Female,Out of labour force (Inactivity rate(%)),45.841617157276474
2024,Q2,Female,Out of labour force (Inactivity rate(%)),44.374275855336094
2024,Q3,Female,Out of labour force (Inactivity rate(%)),44.30925006837382
2024,Q4,Female,Out of labour force (Inactivity rate(%)),42.9094222491115
2025,Q1,Female,Out of labour force (Inactivity rate(%)),43.115873714742435
2025,Q2,Female,Out of labour force (Inactivity rate(%)),44.72187001660766
2025,Q3,Female,Out of labour force (Inactivity rate(%)),41.78623316725886
2025,Q4,Female,Out of labour force (Inactivity rate(%)),42.09121095826403
2019,Q1,Female,Time related underemployment rate(%),33.58305336323014
2019,Q2,Female,Time related underemployment rate(%),30.567688469269374
2019,Q3,Female,Time related underemployment rate(%),30.152683502343823
2019,Q4,Female,Time related underemployment rate(%),30.88086316940274
2020,Q1,Female,Time related underemployment rate(%),36.51259789069907
2020,Q2,Female,Time related underemployment rate(%),0.0
2020,Q3,Female,Time related underemployment rate(%),32.39946962162329
2020,Q4,Female,Time related underemployment rate(%),35.3723763011146
2021,Q1,Female,Time related underemployment rate(%),33.7010804249505
2021,Q2,Female,Time related underemployment rate(%),34.99013157376943
2021,Q3,Female,Time related underemployment rate(%),32.918899081549704
2021,Q4,Female,Time related underemployment rate(%),34.73114942720756
2022,Q1,Female,Time related underemployment rate(%),31.37755115788927
2022,Q2,Female,Time related underemployment rate(%),35.7470959413039
2022,Q3,Female,Time related underemployment rate(%),36.25786533766949
2022,Q4,Female,Time related underemployment rate(%),34.32463820361665
2023,Q1,Female,Time related underemployment rate(%),31.32346359629298
2023,Q2,Female,Time related underemployment rate(%),30.59558206249999
2023,Q3,Female,Time related underemployment rate(%),32.89949105970715
2023,Q4,Female,Time related underemployment rate(%),33.16689563109449
2024,Q1,Female,Time related underemployment rate(%),31.034829185069434
2024,Q2,Female,Time related underemployment rate(%),35.58847084432573
2024,Q3,Female,Time related underemployment rate(%),39.74147110614653
2024,Q4,Female,Time related underemployment rate(%),38.723717110559605
2025,Q1,Female,Time related underemployment rate(%),38.510092625161
2025,Q2,Female,Time related underemployment rate(%),41.56110449223234
2025,Q3,Female,Time related underemployment rate(%),40.64117640238984
2025,Q4,Female,Time related underemployment rate(%),42.287566100798344
2019,Q1,Female,LU1-Unemployment rate (%),15.389698760145949
2019,Q2,Female,LU1-Unemployment rate (%),17.26788281143936
2019,Q3,Female,LU1-Unemployment rate (%),18.155200114191263
2019,Q4,Female,LU1-Unemployment rate (%),17.093345955519144
2020,Q1,Female,LU1-Unemployment rate (%),13.997315656638145
2020,Q2,Female,LU1-Unemployment rate (%),24.987983349856275
2020,Q3,Female,LU1-Unemployment rate (%),19.68185084585936
2020,Q4,Female,LU1-Unemployment rate (%),22.372939527632923
2021,Q1,Female,LU1-Unemployment rate (%),18.42144465845302
2021,Q2,Female,LU1-Unemployment rate (%),27.582684865606794
2021,Q3,Female,LU1-Unemployment rate (%),22.17217830946639
2021,Q4,Female,LU1-Unemployment rate (%),27.30331671552025
2022,Q1,Female,LU1-Unemployment rate (%),18.169978601267502
2022,Q2,Female,LU1-Unemployment rate (%),26.625975432464223
2022,Q3,Female,LU1-Unemployment rate (%),21.375791298855155
2022,Q4,Female,LU1-Unemployment rate (%),28.27125113825312
2023,Q1,Female,LU1-Unemployment rate (%),19.224868830354374
2023,Q2,Female,LU1-Unemployment rate (%),20.09316786144562
2023,Q3,Female,LU1-Unemployment rate (%),21.899588720204818
2023,Q4,Female,LU1-Unemployment rate (%),20.10750604282008
2024,Q1,Female,LU1-Unemployment rate (%),14.460156374482958
2024,Q2,Female,LU1-Unemployment rate (%),19.84348923516732
2024,Q3,Female,LU1-Unemployment rate (%),18.54748440967741
2024,Q4,Female,LU1-Unemployment rate (%),17.455655493761373
2025,Q1,Female,LU1-Unemployment rate (%),12.52002871970362
2025,Q2,Female,LU1-Unemployment rate (%),15.274481821818958
2025,Q3,Female,LU1-Unemployment rate (%),15.854706289763733
2025,Q4,Female,LU1-Unemployment rate (%),12.977261349545751
2019,Q1,Female,LU2-Combined rate of unemployment and time-related underemployment(%),43.80442137631591
2019,Q2,Female,LU2-Combined rate of unemployment and time-related underemployment(%),42.55717865766944
2019,Q3,Female,LU2-Combined rate of unemployment and time-related underemployment(%),42.833603586885836
2019,Q4,Female,LU2-Combined rate of unemployment and time-related underemployment(%),42.69563634932538
2020,Q1,Female,LU2-Combined rate of unemployment and time-related underemployment(%),45.39912996613707
2020,Q2,Female,LU2-Combined rate of unemployment and time-related underemployment(%),0.0
2020,Q3,Female,LU2-Combined rate of unemployment and time-related underemployment(%),45.70450518170524
2020,Q4,Female,LU2-Combined rate of unemployment and time-related underemployment(%),49.83147546941239
2021,Q1,Female,LU2-Combined rate of unemployment and time-related underemployment(%),45.914299203620516
2021,Q2,Female,LU2-Combined rate of unemployment and time-related underemployment(%),52.92159871332222
2021,Q3,Female,LU2-Combined rate of unemployment and time-related underemployment(%),47.7922403891416
2021,Q4,Female,LU2-Combined rate of unemployment and time-related underemployment(%),52.55171041567674
2022,Q1,Female,LU2-Combined rate of unemployment and time-related underemployment(%),43.84623542816652
2022,Q2,Female,LU2-Combined rate of unemployment and time-related underemployment(%),52.85505839061713
2022,Q3,Female,LU2-Combined rate of unemployment and time-related underemployment(%),49.883251012524475
2022,Q4,Female,LU2-Combined rate of unemployment and time-related underemployment(%),52.891884673028535
2023,Q1,Female,LU2-Combined rate of unemployment and time-related underemployment(%),44.526437637136226
2023,Q2,Female,LU2-Combined rate of unemployment and time-related underemployment(%),44.54112826194114
2023,Q3,Female,LU2-Combined rate of unemployment and time-related underemployment(%),47.59422654679555
2023,Q4,Female,LU2-Combined rate of unemployment and time-related underemployment(%),46.605366130676416
2024,Q1,Female,LU2-Combined rate of unemployment and time-related underemployment(%),41.00730072883768
2024,Q2,Female,LU2-Combined rate of unemployment and time-related underemployment(%),48.369965698538614
2024,Q3,Female,LU2-Combined rate of unemployment and time-related underemployment(%),50.91791235823496
2024,Q4,Female,LU2-Combined rate of unemployment and time-related underemployment(%),49.419893951122965
2025,Q1,Female,LU2-Combined rate of unemployment and time-related underemployment(%),46.20864668821
2025,Q2,Female,LU2-Combined rate of unemployment and time-related underemployment(%),50.48734296343809
2025,Q3,Female,LU2-Combined rate of unemployment and time-related underemployment(%),50.0523435408499
2025,Q4,Female,LU2-Combined rate of unemployment and time-related underemployment(%),49.77705947908158
2019,Q1,Female,LU3-Combined rate of unemployment and potential labour force(%),46.75156182477982
2019,Q2,Female,LU3-Combined rate of unemployment and potential labour force(%),47.18680865250957
2019,Q3,Female,LU3-Combined rate of unemployment and potential labour force(%),49.650720653505836
2019,Q4,Female,LU3-Combined rate of unemployment and potential labour force(%),46.17417873105506
2020,Q1,Female,LU3-Combined rate of unemployment and potential labour force(%),42.80555592954801
2020,Q2,Female,LU3-Combined rate of unemployment and potential labour force(%),24.987983349856275
2020,Q3,Female,LU3-Combined rate of unemployment and potential labour force(%),48.61058002918987
2020,Q4,Female,LU3-Combined rate of unemployment and potential labour force(%),47.30081375649652
2021,Q1,Female,LU3-Combined rate of unemployment and potential labour force(%),45.468967544339165
2021,Q2,Female,LU3-Combined rate of unemployment and potential labour force(%),49.49364301573454
2021,Q3,Female,LU3-Combined rate of unemployment and potential labour force(%),50.71736505972744
2021,Q4,Female,LU3-Combined rate of unemployment and potential labour force(%),44.22341994825497
2022,Q1,Female,LU3-Combined rate of unemployment and potential labour force(%),40.015032964804874
2022,Q2,Female,LU3-Combined rate of unemployment and potential labour force(%),48.57824384141392
2022,Q3,Female,LU3-Combined rate of unemployment and potential labour force(%),44.582965961974516
2022,Q4,Female,LU3-Combined rate of unemployment and potential labour force(%),47.091483818035904
2023,Q1,Female,LU3-Combined rate of unemployment and potential labour force(%),42.3004263363245
2023,Q2,Female,LU3-Combined rate of unemployment and potential labour force(%),40.67368697078243
2023,Q3,Female,LU3-Combined rate of unemployment and potential labour force(%),45.71138576573521
2023,Q4,Female,LU3-Combined rate of unemployment and potential labour force(%),41.11120625323564
2024,Q1,Female,LU3-Combined rate of unemployment and potential labour force(%),35.74715838768211
2024,Q2,Female,LU3-Combined rate of unemployment and potential labour force(%),39.647883523591496
2024,Q3,Female,LU3-Combined rate of unemployment and potential labour force(%),42.94500451407917
2024,Q4,Female,LU3-Combined rate of unemployment and potential labour force(%),37.984069456278256
2025,Q1,Female,LU3-Combined rate of unemployment and potential labour force(%),34.583140336116834
2025,Q2,Female,LU3-Combined rate of unemployment and potential labour force(%),38.90188499138422
2025,Q3,Female,LU3-Combined rate of unemployment and potential labour force(%),40.53339311076833
2025,Q4,Female,LU3-Combined rate of unemployment and potential labour force(%),36.60159364024518
2019,Q1,Female,LU4 - Composite measure of labour underutilization(%),64.63401323225062
2019,Q2,Female,LU4 - Composite measure of labour underutilization(%),63.330580454289574
2019,Q3,Female,LU4 - Composite measure of labour underutilization(%),64.8323795005652
2019,Q4,Female,LU4 - Composite measure of labour underutilization(%),62.796056946925226
2020,Q1,Female,LU4 - Composite measure of labour underutilization(%),63.68873330881292
2020,Q3,Female,LU4 - Composite measure of labour underutilization(%),65.26047954136091
2020,Q4,Female,LU4 - Composite measure of labour underutilization(%),65.94176822217378
2021,Q1,Female,LU4 - Composite measure of labour underutilization(%),63.84651464877728
2021,Q2,Female,LU4 - Composite measure of labour underutilization(%),67.16588377764671
2021,Q3,Female,LU4 - Composite measure of labour underutilization(%),66.94066592044432
2021,Q4,Female,LU4 - Composite measure of labour underutilization(%),63.595267311412584
2022,Q1,Female,LU4 - Composite measure of labour underutilization(%),58.83684668331624
2022,Q2,Female,LU4 - Composite measure of labour underutilization(%),66.96002835012703
2022,Q3,Female,LU4 - Composite measure of labour underutilization(%),64.67599953761226
2022,Q4,Female,LU4 - Composite measure of labour underutilization(%),65.25214057639705
2023,Q1,Female,LU4 - Composite measure of labour underutilization(%),60.37393128808215
2023,Q2,Female,LU4 - Composite measure of labour underutilization(%),58.824917758292315
2023,Q3,Female,LU4 - Composite measure of labour underutilization(%),63.572063552176054
2023,Q4,Female,LU4 - Composite measure of labour underutilization(%),60.642791013635474
2024,Q1,Female,LU4 - Composite measure of labour underutilization(%),55.687918028618185
2024,Q2,Female,LU4 - Composite measure of labour underutilization(%),61.126278899731645
2024,Q3,Female,LU4 - Composite measure of labour underutilization(%),65.6194990597296
2024,Q4,Female,LU4 - Composite measure of labour underutilization(%),61.998942963510196
2025,Q1,Female,LU4 - Composite measure of labour underutilization(%),59.77523358514983
2025,Q2,Female,LU4 - Composite measure of labour underutilization(%),64.29493641289932
2025,Q3,Female,LU4 - Composite measure of labour underutilization(%),64.70132171713668
2025,Q4,Female,LU4 - Composite measure of labour underutilization(%),63.41123663647924
2019,Q1,Female,NEET rate-Youth  not in employment nor currently in education or training(%),42.035891528686236
2019,Q2,Female,NEET rate-Youth  not in employment nor currently in education or training(%),39.02359898690727
2019,Q3,Female,NEET rate-Youth  not in employment nor currently in education or training(%),43.542182439528986
2019,Q4,Female,NEET rate-Youth  not in employment nor currently in education or training(%),41.50147202839437
2020,Q1,Female,NEET rate-Youth  not in employment nor currently in education or training(%),39.433966775040496
2020,Q3,Female,NEET rate-Youth  not in employment nor currently in education or training(%),40.24743200336888
2020,Q4,Female,NEET rate-Youth  not in employment nor currently in education or training(%),40.37966879887401
2021,Q1,Female,NEET rate-Youth  not in employment nor currently in education or training(%),40.10935056823366
2021,Q2,Female,NEET rate-Youth  not in employment nor currently in education or training(%),42.70837130085835
2021,Q3,Female,NEET rate-Youth  not in employment nor currently in education or training(%),43.475365897408274
